country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,19.0,23.0,23.0,28.0,42.0,42.0,51.0,65.0,81.0,108.0,180.0,208.0,224.0,243.0,261.0,266.0,285.0,295.0,299.0,302.0,303.0,306.0,310.0,312.0,314.0,315.0,316.0,319.0,320.0,320.0,320.0,320.0,320.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,324.0,324.0,324.0,324.0,324.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,331.0,331.0,331.0,331.0,331.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,35.0,35.0,35.0,35.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,633.0,1772.0,1843.0,1964.0,2125.0,2125.0,2125.0,2125.0,2627.0,2627.0,2627.0,2627.0,2627.0,7149.0,7149.0,8354.0,9086.0,11423.0,11423.0,11423.0,12377.0,12377.0,13447.0,13447.0,16810.0,17781.0,17781.0,20314.0,21824.0,21824.0,23100.0,25935.0,26990.0,28475.0,30451.0,31848.0,33329.0,35388.0,37325.0,38419.0,40152.0,42191.0,44424.0,46979.0,49452.0,51708.0,53834.0,56041.0,59003.0,61247.0,63772.0,66965.0,69749.0,72680.0,74758.0,77841.0,80830.0,83775.0,87633.0,90748.0,93930.0,97198.0,100876.0,104078.0,107298.0,112292.0,115394.0,118504.0,122180.0,126438.0,130854.0,134495.0,139383.0,143646.0,148487.0,152362.0,156827.0,160721.0,164646.0,170147.0,174538.0,178526.0,183757.0,189345.0,195724.0,199914.0,204826.0,209437.0,214316.0,219628.0,225356.0,229856.0,234905.0,240101.0,245830.0,252368.0,257681.0,264202.0,271239.0,254941.0,263091.0,267407.0,270147.0,275454.0,283382.0,288819.0,295222.0,303810.0,308142.0,314538.0
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,18.0,23.0,23.0,26.0,29.0,30.0,37.0,40.0,40.0,50.0,56.0,75.0,94.0,107.0,134.0,171.0,235.0,276.0,391.0,457.0,457.0,505.0,560.0,661.0,755.0,825.0,895.0,925.0,975.0,1114.0,1182.0,1272.0,1334.0,1382.0,1423.0,1544.0,1658.0,1747.0,1826.0,1925.0,1958.0,1980.0,2069.0,2176.0,2228.0,2228.0,2344.0,2344.0,2425.0,2508.0,2953.0,2953.0,3369.0,3452.0,3713.0,3802.0,3884.0,3884.0,4123.0,4278.0,4455.0,4581.0,4622.0,4738.0,4863.0,5009.0,5240.0,5450.0,5638.0,5738.0,5797.0,5930.0,6072.0,6229.0,6421.0,6623.0,6794.0,6901.0,7077.0,7252.0,7525.0,7745.0,7896.0,8019.0,8212.0,8400.0,8599.0,8765.0,8963.0,9081.0,9229.0,9382.0,9594.0,9846.0,10093.0,10396.0,10718.0,11047.0,11241.0,11549.0,11936.0,12188.0,12456.0,12667.0,12793.0,13033.0,13298.0,13640.0,13913.0,14183.0,14376.0,14467.0,14599.0,14856.0,15174.0,15407.0,15608.0,15909.0,16154.0,16462.0,16785.0
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,12.0,12.0,20.0,22.0,22.0,23.0,26.0,26.0,35.0,41.0,42.0,42.0,42.0,50.0,58.0,64.0,73.0,78.0,78.0,78.0,81.0,82.0,82.0,82.0,82.0,82.0,85.0,85.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,104.0,104.0,104.0,104.0,105.0
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,20.0,20.0,21.0,24.0,26.0,26.0,26.0,28.0,30.0,32.0,33.0,37.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,65.0,70.0,75.0,75.0,75.0,87.0,89.0,95.0,95.0,98.0,98.0,109.0,111.0,127.0,132.0,139.0,139.0,153.0,158.0,168.0,169.0,170.0,175.0,175.0,175.0,175.0,176.0,177.0,179.0,183.0,185.0,188.0,194.0,195.0,197.0,197.0,200.0,202.0,203.0,204.0,207.0,209.0,211.0,211.0,213.0,213.0,213.0,213.0,214.0,217.0,218.0,218.0,218.0,222.0,225.0,225.0
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,46.0,55.0,55.0,55.0,55.0,55.0,88.0,101.0,116.0,123.0,123.0,153.0,153.0,189.0,199.0,203.0,214.0,233.0,245.0,249.0,253.0,253.0,261.0,265.0,267.0,274.0,290.0,294.0,298.0,307.0,309.0,311.0,311.0,311.0,311.0,312.0,312.0,314.0,314.0,314.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,320.0,320.0,320.0,320.0,325.0,325.0,330.0,330.0,330.0,330.0,357.0,378.0,385.0,385.0,426.0,426.0,538.0,643.0,664.0,739.0,809.0,839.0,931.0
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,7.0,8.0,11.0,11.0,13.0,15.0,24.0,29.0,31.0,57.0,66.0,76.0,81.0,93.0,97.0,109.0,122.0,146.0,177.0,203.0,217.0,229.0,249.0,281.0,314.0,327.0,350.0,393.0,417.0,456.0,486.0,537.0,593.0,695.0,778.0,928.0,984.0,1083.0,1256.0,1438.0,1653.0,1838.0,2017.0,2179.0,2324.0,2461.0,2554.0,2811.0,2991.0,3131.0,3310.0,3400.0,3487.0,3660.0,3758.0,3901.0,4098.0,4280.0,4377.0,4638.0,4703.0,4774.0,4881.0,4978.0,5195.0,5271.0,5401.0,5459.0,5893.0,6410.0,6866.0,7195.0,7268.0,7315.0,7364.0,7408.0,7493.0,7565.0,7583.0,7618.0,7696.0,7765.0,7828.0,7937.0,7993.0,8041.0,8117.0,8223.0,8284.0,8366.0,8407.0,8468.0,8500.0,8656.0,8723.0,8740.0,8833.0,8920.0,9026.0,9090.0,9160.0,9329.0,9725.0,10173.0,10639.0,11316.0,11447.0,11827.0,12065.0,12283.0,12934.0,13442.0,13821.0,13965.0,14360.0,14620.0,14921.0,15132.0,15389.0,15636.0,15872.0,16100.0,16282.0,16438.0,16553.0,17066.0,17125.0
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,8.0,8.0,8.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,18.0,19.0,19.0,19.0,21.0,24.0,27.0,34.0,34.0,34.0,34.0,34.0,35.0,42.0,43.0,44.0,44.0,44.0,48.0,48.0,48.0,48.0,51.0,71.0,71.0,71.0,82.0,84.0,90.0,91.0,97.0,98.0,109.0,114.0,119.0,126.0,127.0,131.0,136.0,138.0,144.0,145.0,151.0,151.0,157.0,160.0,160.0,175.0,177.0,177.0,181.0,181.0,206.0,220.0,221.0,223.0,225.0,228.0,229.0,232.0,248.0,249.0,249.0,256.0,256.0,277.0,280.0,337.0,340.0,344.0,349.0,364.0,369.0,373.0,375.0,375.0,397.0,408.0,472.0,505.0,506.0,523.0,528.0,532.0,543.0,593.0,596.0,602.0,616.0
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,10.0,16.0,16.0,27.0,27.0,31.0,37.0,43.0,49.0,49.0,50.0,62.0,67.0,68.0,72.0,74.0,76.0,79.0,84.0,89.0,96.0,97.0,101.0,104.0,108.0,108.0,116.0,120.0,122.0,123.0,124.0,126.0,126.0,130.0,130.0,138.0,138.0,143.0,145.0,148.0,151.0,156.0,156.0,159.0,159.0,165.0,165.0,165.0,167.0,167.0,175.0,179.0,185.0,187.0,192.0,196.0,200.0,200.0,204.0,208.0,211.0,215.0,216.0,218.0,221.0,222.0,222.0,223.0,237.0,240.0,241.0,245.0,245.0,250.0,254.0,256.0,260.0,261.0,261.0,261.0,266.0,270.0,271.0,273.0,276.0,278.0,280.0,280.0,280.0,286.0,288.0,290.0,292.0,293.0,294.0
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,21.0,21.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,28.0,29.0,31.0,31.0,32.0,32.0,35.0,42.0,57.0,64.0,69.0,72.0,72.0,75.0,101.0,104.0,104.0
Nepal,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,10.0,11.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,22.0,22.0,31.0,31.0,31.0,33.0,33.0,35.0,35.0,36.0,36.0,36.0,36.0,37.0,45.0,49.0,70.0,70.0,87.0,112.0,155.0,183.0,187.0,206.0,219.0,220.0,221.0,266.0,278.0,290.0,333.0,365.0,467.0,488.0,584.0,674.0,861.0,877.0,913.0,974.0,1041.0,1158.0,1167.0,1186.0,1402.0,1578.0,1772.0,2148.0,2224.0,2338.0,2650.0,2698.0,2834.0,3013.0,3134.0,3194.0,4656.0,5320.0,6143.0,6415.0,6547.0,6811.0,7499.0,7752.0,7891.0,8011.0,8442.0,8589.0,10294.0,10328.0,11025.0,11249.0,11534.0,11637.0,11695.0,11868.0,12477.0,12684.0,12840.0,12947.0,13053.0,13128.0,13754.0,13875.0,14021.0
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,253.0,253.0,253.0,260.0,260.0,260.0,262.0,257.0,258.0,272.0,272.0,278.0,287.0,291.0,295.0,295.0,297.0,304.0,311.0,315.0,317.0,322.0,322.0,74.0,101.0,101.0,102.0,102.0,117.0,117.0,117.0,119.0,125.0,138.0,138.0,138.0,138.0,139.0,146.0,147.0,147.0,149.0,149.0,149.0,149.0,157.0,159.0,159.0,167.0,167.0,167.0,167.0,169.0,169.0,174.0,174.0,174.0,174.0,174.0,177.0,178.0,178.0,178.0,178.0,179.0,180.0,180.0,180.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,187.0,187.0,187.0,187.0,187.0,192.0,192.0,193.0,193.0,193.0,193.0,193.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,195.0,195.0,196.0,196.0,196.0,196.0,196.0
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,27.0,37.0,50.0,56.0,63.0,74.0,83.0,92.0,103.0,127.0,156.0,176.0,241.0,282.0,317.0,373.0,422.0,471.0,546.0,628.0,728.0,770.0,816.0,867.0,912.0,974.0,1006.0,1036.0,1095.0,1118.0,1142.0,1180.0,1214.0,1229.0,1241.0,1252.0,1263.0,1266.0,1276.0,1302.0,1316.0,1332.0,1347.0,1368.0,1371.0,1386.0,1398.0,1402.0,1411.0,1421.0,1428.0,1433.0,1433.0,1433.0,1447.0,1452.0,1455.0,1455.0,1456.0,1456.0,1461.0,1462.0,1474.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,1481.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1482.0,1483.0,1483.0,1484.0,1484.0,1484.0,1484.0,1484.0,1484.0,1484.0,1490.0,1490.0,1490.0,1490.0,1490.0,1492.0,1492.0,1494.0,1497.0,1497.0,1497.0,1497.0,1498.0,1498.0,1499.0,1506.0,1506.0,1506.0,1506.0,1506.0,1506.0,1511.0,1513.0,1513.0,1513.0,1513.0,1514.0,1514.0,1514.0
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,953.0,953.0,953.0,953.0,953.0,953.0,953.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,2282.0,2282.0,2282.0,2282.0,2282.0,2282.0,2282.0,2492.0,2492.0,2492.0,2492.0,2492.0,2492.0,2492.0,2492.0,2492.0
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,26.0,28.0,40.0,41.0,41.0,75.0,75.0,90.0,90.0,90.0,110.0,113.0,117.0,117.0,127.0,193.0,256.0,289.0,325.0,350.0,385.0,403.0,435.0,452.0,478.0,507.0,518.0,534.0,543.0,561.0,586.0,600.0,617.0,624.0,637.0,648.0,658.0,677.0,684.0,689.0,698.0,714.0,734.0,738.0,753.0,764.0,775.0,783.0,786.0,796.0,796.0,803.0,813.0,818.0,839.0,844.0,848.0,857.0,860.0,863.0,867.0,867.0,869.0,871.0,876.0,878.0,881.0,881.0,885.0,885.0,885.0,893.0,901.0,901.0,911.0,911.0,913.0,913.0,913.0,917.0,919.0,924.0,939.0,939.0,943.0,943.0,959.0,963.0,963.0,965.0,968.0,974.0,976.0,976.0,978.0,992.0,992.0,992.0,992.0,993.0,993.0,1013.0,1014.0,1014.0,1014.0,1018.0,1018.0,1022.0,1024.0,1025.0,1027.0,1027.0,1027.0,1027.0
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,8.0,9.0,20.0,25.0,25.0,33.0,35.0,44.0,44.0,51.0,58.0,70.0,85.0,91.0,99.0,128.0,152.0,159.0,166.0,170.0,188.0,188.0,197.0,197.0,208.0,222.0,239.0,255.0,255.0,307.0,319.0,351.0,351.0,400.0,417.0,481.0,534.0,601.0,679.0,745.0,778.0,902.0,959.0,1070.0,1180.0,1320.0,1472.0,1594.0,1644.0,1734.0,1840.0,1907.0,2007.0,2174.0,2263.0,2311.0,2385.0,2501.0,2592.0,2697.0,2856.0,3007.0,3122.0,3240.0,3329.0,3535.0,3696.0,3826.0,3959.0,4040.0,4206.0,4351.0,4494.0,4891.0,5101.0,5220.0,5349.0,5623.0,5967.0,6307.0,6581.0,6718.0,6879.0,7109.0,7338.0,7613.0,7822.0,8253.0,8625.0,9007.0,9402.0,9746.0,10152.0,10801.0,11069.0,11462.0,11665.0,11828.0,12108.0,12373.0,12546.0,12795.0,13103.0,13447.0,13671.0,13792.0,13999.0,14292.0,14633.0,14938.0,15105.0,15333.0,15677.0,15815.0,16061.0,16559.0,16948.0,17374.0,18203.0,18764.0,19004.0
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,12.0,12.0,17.0,17.0,20.0,20.0,23.0,30.0,30.0,35.0,37.0,41.0,41.0,41.0,44.0,86.0,98.0,121.0,139.0,164.0,179.0,200.0,224.0,272.0,301.0,337.0,374.0,500.0,553.0,589.0,627.0,738.0,807.0,852.0,945.0,992.0,1013.0,1057.0,1079.0,1099.0,1112.0,1136.0,1200.0,1205.0,1229.0,1235.0,1251.0,1267.0,1293.0,1301.0,1351.0,1367.0,1378.0,1387.0,1411.0,1422.0,1439.0,1453.0,1470.0,1486.0,1516.0,1535.0,1552.0,1569.0,1595.0,1605.0,1621.0,1632.0,1640.0,1646.0,1653.0,1658.0,1664.0,1682.0,1694.0,1705.0,1710.0,1723.0,1757.0,1803.0,1836.0,1863.0,1904.0,1926.0,1974.0,2048.0,2091.0,2166.0,2206.0,2236.0,2315.0,2427.0,2475.0,2598.0,2748.0,2876.0,2987.0,3027.0,3199.0,3324.0,3554.0,3624.0,3960.0,4080.0,4203.0,4326.0,4468.0,4565.0,4565.0,4676.0,4727.0,4810.0,4871.0,4940.0,5071.0,5071.0,5254.0,5357.0,5427.0,5564.0,5663.0,5931.0
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,12.0,13.0,13.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,7727.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8138.0,8674.0,8674.0,8674.0,8752.0,8752.0,8752.0,8752.0
